RECORDID,FIRSTNAME,LASTNAME,ADDRESS,CITY,POSTALCODEZIP,COUNTRY,GENDER,AGE,INCOMECODE,INCOMERANGE,INCOME,OCCUPATION,EDUCATION,RESIDENCE,FAMILYTYPE,SEGMENTATION,VISITS,TEMP_LATLONCODE,LAT,LONG,HubName,HubDist
141,Denny,Lowry,,TORONTO,,Canada,Female,54,4,"130,000 - 169,999",147160,Sr. Manager,Masters,Owner,Family,Established Success,87,444,43.761038,-79.436503,"53",1.02650824679029
142,Cameron,Thomas,,TORONTO,,Canada,Male,22,4,"130,000 - 169,999",139946,Sr. Manager,Masters,Owner,Family,Established Success,108,113,43.761906,-79.224371,"42",0.783281401401075
143,Corey,Fleetwood,,TORONTO,,Canada,Female,30,2,"70,000 - 99,999 ",82817,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,71,404,43.653881,-79.471749,"49",0.154631315377329
144,Scottie,Im,,TORONTO,,Canada,Female,39,4,"130,000 - 169,999",145764,Sr. Manager,Masters,Owner,Family,Established Success,119,834,43.646271,-79.604982,"32",2.00630045055352
145,Sahith,Grillo,,TORONTO,,Canada,Female,38,4,"130,000 - 169,999",140765,Sr. Manager,Masters,Owner,Family,Established Success,103,878,43.773286,-79.46825,"54",0.965912372464263
146,Alex,McCarthy,,TORONTO,,Canada,Male,56,1,"40,000 - 69,999",40792,Administration,College,Rent,Singles,Young Up and Comers,106,1072,43.642324,-79.480158,"49",1.36066107327313
147,Bryson,Im,,TORONTO,,Canada,Male,58,1,"40,000 - 69,999",60720,Administration,College,Rent,Singles,Young Up and Comers,134,736,43.777646,-79.427197,"53",2.96955073358751
148,Louis,Schauffele,,TORONTO,,Canada,Male,20,2,"70,000 - 99,999 ",99296,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,85,1115,43.660092,-79.508019,"30",0.536177998990828
149,Joaquin,DeChambeau,,TORONTO,,Canada,Female,26,2,"70,000 - 99,999 ",88408,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,103,967,43.783399,-79.224739,"57",1.35427600583513
150,Louis,Bezuidenhout,,TORONTO,,Canada,Male,26,5,"160,000 - 189,999",166993,Executive,Doctorate,Owner,Family,City Affluence,110,567,43.716155,-79.244409,"56",1.89089229091292
151,Min Woo,Mickelson,,TORONTO,,Canada,Female,31,1,"40,000 - 69,999",56867,Administration,College,Rent,Singles,Young Up and Comers,88,764,43.698888,-79.334354,"21",2.40056831383223
152,Xander,Niemann,,TORONTO,,Canada,Male,32,1,"40,000 - 69,999",67274,Administration,College,Rent,Singles,Young Up and Comers,20,1174,43.76639,-79.211108,"42",1.69543494816253
153,Wyndham,McCarthy,,TORONTO,,Canada,Female,24,4,"130,000 - 169,999",132368,Sr. Manager,Masters,Owner,Family,Established Success,9,278,43.759976,-79.511518,"34",2.29585689358533
154,Phil,Im,,TORONTO,,Canada,Female,43,2,"70,000 - 99,999 ",90157,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,69,876,43.670179,-79.302369,"2",0.785294286571251
155,Brooks,Fitzpatrick,,TORONTO,,Canada,Female,40,2,"70,000 - 99,999 ",71743,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,12,95,43.843684,-79.207796,"57",6.67667566478328
156,Sungjae,Lee,,TORONTO,,Canada,Male,25,4,"130,000 - 169,999",155515,Sr. Manager,Masters,Owner,Family,Established Success,68,1145,43.776259,-79.355451,"50",2.5483460525363
157,Corey,Thomas,,TORONTO,,Canada,Male,36,5,"160,000 - 189,999",174943,Executive,Doctorate,Owner,Family,City Affluence,48,1115,43.660092,-79.508019,"30",0.536177998990828
158,Cameron,Noren,,TORONTO,,Canada,Male,45,1,"40,000 - 69,999",66668,Administration,College,Rent,Singles,Young Up and Comers,49,61,43.720679,-79.609541,"32",7.81208749528379
159,Adam,Mickelson,,TORONTO,,Canada,Female,40,2,"70,000 - 99,999 ",85703,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,2,1064,43.743088,-79.632367,"32",10.7735582883696
160,Jon,Scott,,TORONTO,,Canada,Male,43,5,"160,000 - 189,999",168729,Executive,Doctorate,Owner,Family,City Affluence,35,314,43.831194,-79.274238,"46",5.70142403069484
161,Max,Straka,,TORONTO,,Canada,Male,52,1,"40,000 - 69,999",63621,Administration,College,Rent,Singles,Young Up and Comers,16,934,43.760945,-79.193793,"43",1.70802263697953
162,Si Woo,Ancer,,TORONTO,,Canada,Female,20,2,"70,000 - 99,999 ",70896,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,44,895,43.758052,-79.409643,"22",2.77153417650153
163,Xander,McCarthy,,TORONTO,,Canada,Female,46,5,"160,000 - 189,999",167964,Executive,Doctorate,Owner,Family,City Affluence,143,27,43.740058,-79.570365,"7",6.45587658549027
164,Corey,Homa,,TORONTO,,Canada,Male,36,3,"100,000 - 129,999",108789,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,91,841,43.678444,-79.592546,"32",2.92374832607361
165,Phil,Aberg,,TORONTO,,Canada,Female,47,2,"70,000 - 99,999 ",80665,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,2,336,43.764204,-79.254154,"59",2.90935171876944
166,Tony,Zalatoris,,TORONTO,,Canada,Female,19,3,"100,000 - 129,999",100049,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,2,296,43.75835,-79.28949,"41",0.602119905496901
167,Aaron,Bhatia,,TORONTO,,Canada,Male,50,2,"70,000 - 99,999 ",96720,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,60,268,43.666653,-79.442489,"20",0.911257488285769
168,Tommy,Lee,,TORONTO,,Canada,Male,45,2,"70,000 - 99,999 ",70850,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,62,344,43.672416,-79.447979,"20",1.68973232205754
169,Sepp,Smith,,TORONTO,,Canada,Male,30,1,"40,000 - 69,999",51504,Administration,College,Rent,Singles,Young Up and Comers,70,371,43.728366,-79.552896,"7",4.56875108191481
170,Emiliano,Grillo,,TORONTO,,Canada,Female,58,1,"40,000 - 69,999",50083,Administration,College,Rent,Singles,Young Up and Comers,87,587,43.738512,-79.335945,"36",0.556754913306237
171,Min Woo,Zalatoris,,TORONTO,,Canada,Female,51,2,"70,000 - 99,999 ",88961,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,66,1019,43.736018,-79.318858,"36",1.74558239293022
172,Jordan,McIlroy,,TORONTO,,Canada,Female,38,1,"40,000 - 69,999",69831,Administration,College,Rent,Singles,Young Up and Comers,75,205,43.798761,-79.230769,"57",1.38114759432127
173,Austin,Hughes,,TORONTO,,Canada,Female,46,1,"40,000 - 69,999",56653,Administration,College,Rent,Singles,Young Up and Comers,42,786,43.695717,-79.316134,"2",2.33451142418907
174,Tiger,Kim,,TORONTO,,Canada,Female,25,3,"100,000 - 129,999",121053,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,76,185,43.740341,-79.623435,"32",10.2346410516955
175,Alex,Ancer,,TORONTO,,Canada,Male,33,5,"160,000 - 189,999",186631,Executive,Doctorate,Owner,Family,City Affluence,1,480,43.649364,-79.470687,"49",0.360695962416941
176,Jon,MacIntyre,,TORONTO,,Canada,Female,19,5,"160,000 - 189,999",163117,Executive,Doctorate,Owner,Family,City Affluence,118,197,43.674945,-79.29619,"2",0.557305749888559
177,Mackenzie,Fitzpatrick,,TORONTO,,Canada,Female,30,1,"40,000 - 69,999",40464,Administration,College,Rent,Singles,Young Up and Comers,50,893,43.6561,-79.407293,"27",1.32601180733214
178,Max,Hovland,,TORONTO,,Canada,Male,41,5,"160,000 - 189,999",162927,Executive,Doctorate,Owner,Family,City Affluence,3,825,43.789657,-79.290174,"46",0.918273011364278
179,Alex,Eckroat,,TORONTO,,Canada,Male,47,1,"40,000 - 69,999",49267,Administration,College,Rent,Singles,Young Up and Comers,11,165,43.715203,-79.422482,"14",1.01973627946201
180,J.T.,McCarthy,,TORONTO,,Canada,Female,35,3,"100,000 - 129,999",116100,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,67,804,43.660698,-79.587943,"32",0.95375652332279
181,Mackenzie,Schauffele,,TORONTO,,Canada,Female,50,1,"40,000 - 69,999",68079,Administration,College,Rent,Singles,Young Up and Comers,28,301,43.655572,-79.373568,"13",2.37802282101378
182,Tony,Mickelson,,TORONTO,,Canada,Female,46,3,"100,000 - 129,999",105024,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,7,621,43.789444,-79.417582,"50",3.7215574568543
183,Collin,Kim,,TORONTO,,Canada,Female,32,5,"160,000 - 189,999",165692,Executive,Doctorate,Owner,Family,City Affluence,3,585,43.73473,-79.58811,"32",9.0653508534666
184,Adam,Homa,,TORONTO,,Canada,Male,46,3,"100,000 - 129,999",103051,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,10,438,43.68675,-79.312256,"2",1.32491476915218
185,Rory,Hughes,,TORONTO,,Canada,Female,46,3,"100,000 - 129,999",123781,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,38,872,43.805943,-79.247104,"59",2.03454066236176
186,Hideki,Niemann,,TORONTO,,Canada,Male,38,5,"160,000 - 189,999",180983,Executive,Doctorate,Owner,Family,City Affluence,146,79,43.728789,-79.327895,"36",1.20676826397212
187,Adam,Spieth,,TORONTO,,Canada,Female,26,1,"40,000 - 69,999",40075,Administration,College,Rent,Singles,Young Up and Comers,75,832,43.709409,-79.436635,"12",0.794581394972288
188,Tom,Scott,,TORONTO,,Canada,Female,51,3,"100,000 - 129,999",109919,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,4,400,43.77322,-79.312382,"38",1.28628079945132
189,Jon,Matsuyama,,TORONTO,,Canada,Male,54,4,"130,000 - 169,999",158619,Sr. Manager,Masters,Owner,Family,Established Success,116,252,43.777931,-79.404984,"50",2.1182241959761
190,Wyndham,Conners,,TORONTO,,Canada,Male,44,2,"70,000 - 99,999 ",80447,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,23,681,43.682258,-79.598765,"32",3.49290970698273
191,Max,Morikawa,,TORONTO,,Canada,Female,23,3,"100,000 - 129,999",109459,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,123,1156,43.804551,-79.285917,"46",2.59641548212505
192,Xander,Young,,TORONTO,,Canada,Male,30,1,"40,000 - 69,999",60634,Administration,College,Rent,Singles,Young Up and Comers,33,1035,43.696358,-79.598996,"32",4.98001823090759
193,Adam,Hovland,,TORONTO,,Canada,Female,20,2,"70,000 - 99,999 ",93738,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,13,762,43.66981,-79.327391,"24",0.718501919511614
194,Christiaan,Hatton,,TORONTO,,Canada,Male,45,2,"70,000 - 99,999 ",80102,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,99,572,43.744973,-79.204562,"43",0.531207617590724
195,Adam,Homa,,TORONTO,,Canada,Female,35,5,"160,000 - 189,999",183662,Executive,Doctorate,Owner,Family,City Affluence,147,220,43.681599,-79.304637,"2",0.518081311658642
196,Jordan,Mickelson,,TORONTO,,Canada,Female,19,4,"130,000 - 169,999",157891,Sr. Manager,Masters,Owner,Family,Established Success,69,88,43.678594,-79.578333,"32",2.83108569850021
197,Christiaan,Lee,,TORONTO,,Canada,Male,33,3,"100,000 - 129,999",114331,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,62,718,43.669697,-79.447777,"20",1.44132363400054
198,Phil,Scheffler,,TORONTO,,Canada,Male,49,1,"40,000 - 69,999",58792,Administration,College,Rent,Singles,Young Up and Comers,47,1049,43.775341,-79.494577,"34",2.78287324765491
199,Sahith,McIlroy,,TORONTO,,Canada,Male,42,3,"100,000 - 129,999",101194,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,6,583,43.745746,-79.536963,"7",5.02858190399852
200,Joaquin,Scheffler,,TORONTO,,Canada,Female,34,2,"70,000 - 99,999 ",74665,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,69,61,43.720679,-79.609541,"32",7.81208749528379
201,Alex,Conners,,TORONTO,,Canada,Female,29,5,"160,000 - 189,999",174703,Executive,Doctorate,Owner,Family,City Affluence,47,855,43.706095,-79.339208,"21",1.9982588580969
202,Aaron,Schauffele,,TORONTO,,Canada,Female,29,2,"70,000 - 99,999 ",88450,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,82,44,43.681229,-79.273507,"40",1.01467489722973
203,Christiaan,Fitzpatrick,,TORONTO,,Canada,Male,34,1,"40,000 - 69,999",69555,Administration,College,Rent,Singles,Young Up and Comers,103,343,43.656531,-79.543821,"30",2.38353865801433
204,Denny,Scheffler,,TORONTO,,Canada,Female,48,4,"130,000 - 169,999",134249,Sr. Manager,Masters,Owner,Family,Established Success,117,291,43.7706,-79.241064,"57",1.97227682035309
205,Cameron,Hadwin,,TORONTO,,Canada,Female,51,4,"130,000 - 169,999",144711,Sr. Manager,Masters,Owner,Family,Established Success,42,996,43.650738,-79.330893,"24",1.42877478205479
206,Louis,McCarthy,,TORONTO,,Canada,Male,32,3,"100,000 - 129,999",116560,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,3,268,43.666653,-79.442489,"20",0.911257488285769
207,Xander,Morikawa,,TORONTO,,Canada,Female,18,1,"40,000 - 69,999",50987,Administration,College,Rent,Singles,Young Up and Comers,45,1002,43.714122,-79.459015,"16",1.99673803022117
208,Adam,Day,,TORONTO,,Canada,Female,58,3,"100,000 - 129,999",101134,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,147,1047,43.804631,-79.163181,"43",7.10585393609907
209,Akshay,Poston,,TORONTO,,Canada,Male,58,4,"130,000 - 169,999",137696,Sr. Manager,Masters,Owner,Family,Established Success,124,1150,43.780643,-79.145017,"43",5.75968470307134
210,Tommy,Schauffele,,TORONTO,,Canada,Female,32,5,"160,000 - 189,999",184444,Executive,Doctorate,Owner,Family,City Affluence,37,428,43.719855,-79.372787,"21",2.02141269035184
211,Patrick,Hatton,,TORONTO,,Canada,Female,29,4,"130,000 - 169,999",131977,Sr. Manager,Masters,Owner,Family,Established Success,32,832,43.709409,-79.436635,"12",0.794581394972288
212,Emiliano,McCarthy,,TORONTO,,Canada,Female,45,1,"40,000 - 69,999",63877,Administration,College,Rent,Singles,Young Up and Comers,36,831,43.797921,-79.16614,"43",6.32740812167288
213,Tom,Eckroat,,TORONTO,,Canada,Male,54,5,"160,000 - 189,999",171821,Executive,Doctorate,Owner,Family,City Affluence,47,320,43.771761,-79.274042,"41",1.47606178814466
214,Tyrrell,Lowry,,TORONTO,,Canada,Male,30,5,"160,000 - 189,999",183830,Executive,Doctorate,Owner,Family,City Affluence,132,48,43.717537,-79.421169,"14",1.29670014768765
215,Louis,Kim,,TORONTO,,Canada,Female,34,2,"70,000 - 99,999 ",80003,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,74,1012,43.704312,-79.488499,"8",1.1568501889362
216,Brian,Scott,,TORONTO,,Canada,Male,52,5,"160,000 - 189,999",182750,Executive,Doctorate,Owner,Family,City Affluence,119,405,43.822887,-79.27026,"59",4.53961209799256
217,Phil,Finau,,TORONTO,,Canada,Female,55,4,"130,000 - 169,999",152083,Sr. Manager,Masters,Owner,Family,Established Success,8,452,43.667359,-79.520154,"30",1.04920243143662
218,Will,Zalatoris,,TORONTO,,Canada,Male,21,4,"130,000 - 169,999",158263,Sr. Manager,Masters,Owner,Family,Established Success,20,828,43.694098,-79.304709,"2",1.88203009647962
219,Adam,Morikawa,,TORONTO,,Canada,Female,18,5,"160,000 - 189,999",181438,Executive,Doctorate,Owner,Family,City Affluence,49,731,43.642017,-79.575348,"32",1.36074930409341
220,Xander,Kim,,TORONTO,,Canada,Female,33,2,"70,000 - 99,999 ",78220,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,53,7,43.760002,-79.413078,"22",3.04055508920049
221,Corey,Scheffler,,TORONTO,,Canada,Female,22,3,"100,000 - 129,999",115211,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,41,1111,43.743922,-79.207453,"43",0.785290054636222
222,Will,Lee,,TORONTO,,Canada,Female,52,1,"40,000 - 69,999",40645,Administration,College,Rent,Singles,Young Up and Comers,3,552,43.753785,-79.406408,"22",2.26758188580448
223,Jordan,Hatton,,TORONTO,,Canada,Female,40,2,"70,000 - 99,999 ",94550,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,11,904,43.771642,-79.414652,"50",2.53343053417012
224,Collin,DeChambeau,,TORONTO,,Canada,Male,29,5,"160,000 - 189,999",165994,Executive,Doctorate,Owner,Family,City Affluence,53,902,43.728152,-79.35955,"37",1.26008284380535
225,Brooks,Im,,TORONTO,,Canada,Male,39,3,"100,000 - 129,999",122077,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,91,113,43.761906,-79.224371,"42",0.783281401401075
226,Si Woo,Cantlay,,TORONTO,,Canada,Male,26,4,"130,000 - 169,999",158878,Sr. Manager,Masters,Owner,Family,Established Success,67,754,43.646051,-79.434604,"4",0.617889440342024
227,Robert,Theegala,,TORONTO,,Canada,Male,47,3,"100,000 - 129,999",128155,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,100,1141,43.679378,-79.542149,"30",3.19084257080885
228,Cameron,Woods,,TORONTO,,Canada,Female,25,3,"100,000 - 129,999",105333,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,6,1031,43.677855,-79.582238,"32",2.73310251141861
229,Cameron,Bezuidenhout,,TORONTO,,Canada,Female,57,4,"130,000 - 169,999",134312,Sr. Manager,Masters,Owner,Family,Established Success,27,826,43.768174,-79.273912,"41",1.28515486203973
230,Shane,Poston,,TORONTO,,Canada,Female,29,1,"40,000 - 69,999",55844,Administration,College,Rent,Singles,Young Up and Comers,93,567,43.716155,-79.244409,"56",1.89089229091292
231,Tiger,Day,,TORONTO,,Canada,Male,58,3,"100,000 - 129,999",122720,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,15,948,43.727617,-79.248182,"56",3.03324738785684
232,Tony,Grillo,,TORONTO,,Canada,Male,52,1,"40,000 - 69,999",59813,Administration,College,Rent,Singles,Young Up and Comers,19,1171,43.676213,-79.552712,"32",3.47927968053556
233,Brooks,Aberg,,TORONTO,,Canada,Female,22,1,"40,000 - 69,999",53202,Administration,College,Rent,Singles,Young Up and Comers,65,1059,43.638921,-79.525476,"30",2.3884808422971
234,Patrick,Hughes,,TORONTO,,Canada,Male,39,1,"40,000 - 69,999",67545,Administration,College,Rent,Singles,Young Up and Comers,49,1024,43.659779,-79.387936,"13",1.60757426600767
235,Max,Hatton,,TORONTO,,Canada,Male,33,1,"40,000 - 69,999",57779,Administration,College,Rent,Singles,Young Up and Comers,77,740,43.673022,-79.517287,"30",1.58869475320729
236,Mackenzie,Ancer,,TORONTO,,Canada,Male,52,5,"160,000 - 189,999",178490,Executive,Doctorate,Owner,Family,City Affluence,91,781,43.770207,-79.398838,"50",1.2650321768562
237,Brian,Aberg,,TORONTO,,Canada,Male,18,1,"40,000 - 69,999",57468,Administration,College,Rent,Singles,Young Up and Comers,89,989,43.698825,-79.283708,"40",1.88798846202872
238,Shane,Harman,,TORONTO,,Canada,Male,53,1,"40,000 - 69,999",59873,Administration,College,Rent,Singles,Young Up and Comers,45,496,43.661969,-79.320484,"24",0.766714599329714
239,Tony,Morikawa,,TORONTO,,Canada,Male,52,5,"160,000 - 189,999",168052,Executive,Doctorate,Owner,Family,City Affluence,102,197,43.674945,-79.29619,"2",0.557305749888559
240,Brooks,Young,,TORONTO,,Canada,Male,31,3,"100,000 - 129,999",114366,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,139,904,43.771642,-79.414652,"50",2.53343053417012
241,Tyrrell,Finau,,TORONTO,,Canada,Female,19,1,"40,000 - 69,999",60401,Administration,College,Rent,Singles,Young Up and Comers,139,72,43.783278,-79.152653,"43",5.5355316325631
242,Mackenzie,Cantlay,,TORONTO,,Canada,Female,25,3,"100,000 - 129,999",119961,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,137,734,43.760644,-79.529311,"34",3.66350138858236
243,Aaron,Cantlay,,TORONTO,,Canada,Male,22,3,"100,000 - 129,999",116320,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,100,621,43.789444,-79.417582,"50",3.7215574568543
244,Cameron,Matsuyama,,TORONTO,,Canada,Male,29,5,"160,000 - 189,999",169240,Executive,Doctorate,Owner,Family,City Affluence,27,1037,43.684309,-79.594059,"32",3.58350730680338
245,Brian,Niemann,,TORONTO,,Canada,Male,18,4,"130,000 - 169,999",154228,Sr. Manager,Masters,Owner,Family,Established Success,146,650,43.727709,-79.498826,"8",2.26343207263959
246,Hideki,Finau,,TORONTO,,Canada,Male,53,2,"70,000 - 99,999 ",77595,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,55,327,43.704075,-79.339789,"21",1.92439690512453
247,Adam,Bhatia,,TORONTO,,Canada,Male,43,4,"130,000 - 169,999",137061,Sr. Manager,Masters,Owner,Family,Established Success,21,857,43.804146,-79.386478,"50",4.19813501466538
248,Matt,Hovland,,TORONTO,,Canada,Female,46,2,"70,000 - 99,999 ",89280,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,37,528,43.722885,-79.504213,"8",1.71926027315849
249,Denny,Smith,,TORONTO,,Canada,Male,20,4,"130,000 - 169,999",153248,Sr. Manager,Masters,Owner,Family,Established Success,63,174,43.660404,-79.570837,"32",1.2037087278007
250,Akshay,Theegala,,TORONTO,,Canada,Male,25,1,"40,000 - 69,999",62658,Administration,College,Rent,Singles,Young Up and Comers,85,912,43.731773,-79.376515,"51",2.2677517972078
251,Jordan,Kim,,TORONTO,,Canada,Female,49,2,"70,000 - 99,999 ",77663,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,65,565,43.704504,-79.552374,"7",3.88549471627559
252,Akshay,Day,,TORONTO,,Canada,Female,50,5,"160,000 - 189,999",176160,Executive,Doctorate,Owner,Family,City Affluence,51,636,43.649069,-79.554133,"28",2.38837654547955
253,Matt,Oosthuizen,,TORONTO,,Canada,Male,18,4,"130,000 - 169,999",135622,Sr. Manager,Masters,Owner,Family,Established Success,66,932,43.697392,-79.601229,"32",5.14185560359295
